,Dates,Category,PdDistrict,Address,X,Y
23435,2015-01-21 21:42:00,DRUNKENNESS,MISSION,200 Block of JERSEY ST,-122.430701301778,37.7506391353781
23440,2015-01-21 21:10:00,DRUNKENNESS,PARK,HAIGHT ST / BUENAVISTAWEST AV,-122.443311949602,37.7704697548539
23594,2015-01-21 14:00:00,RUNAWAY,TENDERLOIN,100 Block of EDDY ST,-122.410157073911,37.7842973843312
23826,2015-01-20 21:10:00,ARSON,NORTHERN,1600 Block of CHESTNUT ST,-122.430493910342,37.8014931881504
23905,2015-01-20 18:59:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
24069,2015-01-20 10:55:00,RUNAWAY,BAYVIEW,1700 Block of CESAR CHAVEZ ST,-122.39434785768,37.7499131969111
24093,2015-01-20 10:15:00,KIDNAPPING,INGLESIDE,800 Block of PARIS ST,-122.439164844648,37.716170199358
24177,2015-01-20 03:01:00,ARSON,SOUTHERN,0 Block of 6TH ST,-122.40950430935,37.781526271747
24215,2015-01-19 23:57:00,ARSON,TENDERLOIN,200 Block of TURK ST,-122.413237516676,37.78284302332129
24219,2015-01-19 23:51:00,ARSON,CENTRAL,1000 Block of BUSH ST,-122.414554947333,37.789368344193896
24225,2015-01-19 23:27:00,ARSON,INGLESIDE,300 Block of SUNRISE WY,-122.415720972438,37.7096906265635
24229,2015-01-19 23:15:00,KIDNAPPING,SOUTHERN,0 Block of ISIS ST,-122.414683702768,37.7701114351492
24345,2015-01-19 18:15:00,RUNAWAY,SOUTHERN,0 Block of MOSS ST,-122.407999186749,37.7778241673064
24612,2015-01-19 05:30:00,ARSON,TENDERLOIN,700 Block of OFARRELL ST,-122.417107256373,37.7853238292094
24620,2015-01-19 04:34:00,ARSON,MISSION,0 Block of HARTFORD ST,-122.434051954938,37.7617484575612
24625,2015-01-19 03:45:00,ARSON,MISSION,4000 Block of 19TH ST,-122.434314706976,37.759266711096295
24708,2015-01-11 22:45:00,ARSON,TARAVAL,10TH AV / LINCOLN WY,-122.467514101042,37.7658764339105
24749,2015-01-11 20:15:00,KIDNAPPING,SOUTHERN,1200 Block of MARKET ST,-122.415448759562,37.778293520129
24939,2015-01-11 09:31:00,DRUNKENNESS,PARK,1300 Block of HAIGHT ST,-122.444524277297,37.7703704336439
24977,2015-01-11 04:45:00,DRUNKENNESS,BAYVIEW,JAMESTOWN AV / HARNEY WY,-122.386452097316,37.7111618712449
24994,2015-01-11 03:10:00,DRUNKENNESS,BAYVIEW,1000 Block of OAKDALE AV,-122.380268162997,37.7289171340996
25033,2015-01-11 01:00:00,ARSON,NORTHERN,2500 Block of CLAY ST,-122.43505280002,37.7906587149859
25055,2015-01-10 23:51:00,DRUNKENNESS,MISSION,100 Block of COLLINGWOOD ST,-122.435964918002,37.7600122429873
25145,2015-01-10 19:33:00,DRUNKENNESS,MISSION,400 Block of CASTRO ST,-122.435150099812,37.7617597243598
25258,2015-01-10 15:23:00,DRUNKENNESS,SOUTHERN,900 Block of HOWARD ST,-122.406508487003,37.7803313209065
25450,2015-01-10 01:00:00,KIDNAPPING,SOUTHERN,11TH ST / FOLSOM ST,-122.41402726268998,37.7718636177154
25453,2015-01-10 00:56:00,DRUNKENNESS,CENTRAL,400 Block of GEARY ST,-122.410699657634,37.7869881885308
25461,2015-01-10 00:01:00,KIDNAPPING,NORTHERN,700 Block of ELLIS ST,-122.418562097105,37.78418470913029
25612,2015-01-09 18:10:00,DRUNKENNESS,SOUTHERN,JONES ST / MARKET ST,-122.411979487494,37.7809039696758
25696,2015-01-09 15:10:00,DRUNKENNESS,TENDERLOIN,LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006
25754,2015-01-09 13:30:00,DRUNKENNESS,CENTRAL,200 Block of COLUMBUS AV,-122.405926769801,37.7972783315762
25825,2015-01-09 10:16:00,KIDNAPPING,INGLESIDE,1900 Block of SUNNYDALE AV,-122.417107986993,37.7122561827524
25922,2015-01-09 01:35:00,KIDNAPPING,TENDERLOIN,400 Block of ELLIS ST,-122.413609328985,37.784696907904
25993,2015-01-08 21:55:00,DRUNKENNESS,NORTHERN,EDDY ST / FILLMORE ST,-122.432329732386,37.7814292195409
26037,2015-01-08 20:00:00,ARSON,TARAVAL,CHUMASERO DR / GALINDO AV,-122.473183932765,37.7139711457355
26190,2015-01-08 12:28:00,KIDNAPPING,SOUTHERN,1100 Block of FOLSOM ST,-122.409184636157,37.7756080205266
26199,2015-01-08 12:15:00,DRUNKENNESS,CENTRAL,700 Block of FILBERT ST,-122.411854046278,37.801009939896296
26245,2015-01-08 10:00:00,RUNAWAY,RICHMOND,800 Block of EUCLID AV,-122.458490740585,37.7837951529214
26387,2015-01-07 21:10:00,ARSON,TARAVAL,ALEMANY BL / CRYSTAL ST,-122.460622701872,37.7104779877599
26406,2015-01-07 20:28:00,ARSON,PARK,1100 Block of SCOTT ST,-122.437236101904,37.7803348745141
26704,2015-01-07 03:00:00,KIDNAPPING,PARK,1100 Block of PIERCE ST,-122.435590528188,37.7805435736467
26964,2015-01-06 13:49:00,ARSON,NORTHERN,HAYES ST / POLK ST,-122.418045452768,37.7775118895695
27105,2015-01-06 03:20:00,ARSON,CENTRAL,500 Block of SANSOME ST,-122.401469604468,37.7950962606048
27111,2015-01-06 01:21:00,DRUNKENNESS,MISSION,800 Block of SHOTWELL ST,-122.415464220212,37.7548143096921
27199,2015-01-05 20:10:00,ARSON,NORTHERN,2600 Block of STEINER ST,-122.436407559729,37.7936146828234
27269,2015-01-05 17:52:00,DRUNKENNESS,MISSION,16TH ST / MISSION ST,-122.419671780296,37.7650501214668
27302,2015-01-05 16:50:00,ARSON,TENDERLOIN,200 Block of ELLIS ST,-122.410345341262,37.785230998983295
27522,2015-01-05 05:30:00,ARSON,MISSION,800 Block of POTRERO AV,-122.407001198315,37.7585409046629
27552,2015-01-05 01:18:00,KIDNAPPING,INGLESIDE,200 Block of EXCELSIOR AV,-122.43168151491,37.7252465703356
27565,2015-01-05 00:25:00,ARSON,CENTRAL,0 Block of VANDEWATER ST,-122.412692501299,37.8052004417085
27855,2014-12-28 07:10:00,DRUNKENNESS,NORTHERN,400 Block of DUBOCE AV,-122.429522203036,37.7694867849847
28314,2014-12-27 00:01:00,DRUNKENNESS,NORTHERN,OFARRELL ST / POLK ST,-122.419549568783,37.7849590112628
28360,2014-12-26 21:30:00,RUNAWAY,BAYVIEW,3200 Block of INGALLS ST,-122.393324841737,37.71882642599621
28673,2014-12-26 05:00:00,RUNAWAY,INGLESIDE,0 Block of RUSSIA AV,-122.436724043712,37.721435763041
28689,2014-12-26 02:55:00,KIDNAPPING,NORTHERN,3000 Block of FILLMORE ST,-122.435654173631,37.797555304959104
28879,2014-12-25 12:44:00,DRUNKENNESS,BAYVIEW,100 Block of DAKOTA ST,-122.395513264888,37.7536178531447
28901,2014-12-25 09:52:00,ARSON,RICHMOND,2600 Block of CALIFORNIA ST,-122.437978008235,37.7884353561249
28918,2014-12-25 07:25:00,ARSON,INGLESIDE,900 Block of ELLSWORTH ST,-122.416517427405,37.7330103867416
29096,2014-12-24 17:28:00,DRUNKENNESS,TENDERLOIN,HYDE ST / EDDY ST,-122.415885065788,37.783516056415294
29359,2014-12-23 23:45:00,KIDNAPPING,PARK,0 Block of LOMAVISTA TR,-122.443202707017,37.764941429917705
29440,2014-12-23 20:13:00,ARSON,MISSION,2100 Block of MARKET ST,-122.429788986988,37.7666521474762
29458,2014-12-23 19:51:00,RUNAWAY,NORTHERN,FILLMORE ST / OFARRELL ST,-122.432706975892,37.7832909416362
29631,2014-12-23 13:04:00,DRUNKENNESS,MISSION,3200 Block of 17TH ST,-122.417913861876,37.7635887638425
30103,2014-12-22 10:56:00,KIDNAPPING,RICHMOND,600 Block of 29TH AV,-122.488737802456,37.7770245596282
30247,2014-12-14 22:30:00,KIDNAPPING,CENTRAL,300 Block of COLUMBUS AV,-122.406842913454,37.7980587205991
30275,2014-12-14 21:30:00,DRUNKENNESS,TARAVAL,2300 Block of 24TH AV,-122.48118317163,37.7437268170337
30323,2014-12-14 20:00:00,KIDNAPPING,BAYVIEW,0 Block of KAREN CT,-122.406774805811,37.7233730849414
30684,2014-12-13 20:39:00,DRUNKENNESS,MISSION,16TH ST / MISSION ST,-122.419671780296,37.7650501214668
30800,2014-12-13 15:00:00,DRUNKENNESS,TARAVAL,1200 Block of TARAVAL ST,-122.479455329571,37.7429394638526
30894,2014-12-13 09:30:00,KIDNAPPING,BAYVIEW,200 Block of WILLIAMS AV,-122.397744427103,37.7299346936044
31008,2014-12-13 00:05:00,DRUNKENNESS,MISSION,2400 Block of MARIPOSA ST,-122.407807660132,37.7630994299538
31024,2014-12-12 23:18:00,DRUNKENNESS,NORTHERN,HAYES ST / POLK ST,-122.418045452768,37.7775118895695
31026,2014-12-12 23:10:00,ARSON,BAYVIEW,1300 Block of FAIRFAX AV,-122.384404223333,37.739674117404
31060,2014-12-12 22:30:00,ARSON,NORTHERN,3200 Block of BAKER ST,-122.446509476572,37.8009526568789
31182,2014-12-12 18:00:00,KIDNAPPING,NORTHERN,2700 Block of LARKIN ST,-122.421548609762,37.8031114742317
31390,2014-12-12 06:30:00,ARSON,INGLESIDE,1800 Block of FELTON ST,-122.422821814188,37.7252119760864
31420,2014-12-12 02:25:00,ARSON,NORTHERN,2400 Block of CHESTNUT ST,-122.443708020997,37.7999239241576
31446,2014-12-12 00:01:00,RUNAWAY,TARAVAL,2100 Block of 27TH AV,-122.484656534419,37.7473134158105
31745,2014-12-11 01:00:00,DRUNKENNESS,RICHMOND,6100 Block of GEARY BL,-122.485290737594,37.7801886709059
31799,2014-12-10 22:00:00,KIDNAPPING,BAYVIEW,400 Block of BAY SHORE BL,-122.406825183678,37.741054981526
31888,2014-12-10 18:55:00,KIDNAPPING,TENDERLOIN,300 Block of LEAVENWORTH ST,-122.414406029855,37.7841907151119
31897,2014-12-10 18:27:00,ARSON,SOUTHERN,12TH ST / MARKET ST,-122.420254960348,37.774358171070105
31958,2014-12-10 16:00:00,KIDNAPPING,NORTHERN,300 Block of FULTON ST,-122.422536478306,37.7787958771466
32116,2014-12-10 07:40:00,KIDNAPPING,TARAVAL,TARAVAL ST / 23RD AV,-122.490691492512,37.7423880046588
32148,2014-12-10 03:10:00,DRUNKENNESS,TARAVAL,1300 Block of 46TH AV,-122.505923256341,37.761339931633
32208,2014-12-09 22:15:00,DRUNKENNESS,TENDERLOIN,300 Block of EDDY ST,-122.412930522059,37.7838344374141
32266,2014-12-09 20:00:00,ARSON,TARAVAL,3300 Block of NORIEGA ST,-122.499522719635,37.7532791383099
32395,2014-12-09 14:30:00,KIDNAPPING,BAYVIEW,300 Block of WILLIAMS AV,-122.399443658942,37.73017601616471
32524,2014-12-09 05:00:00,KIDNAPPING,TENDERLOIN,300 Block of ELLIS ST,-122.411987643595,37.7850226622786
32660,2014-12-08 19:11:00,KIDNAPPING,INGLESIDE,VISITACION AV / HAHN ST,-122.415290820623,37.7135038263013
32711,2014-12-08 17:55:00,DRUNKENNESS,INGLESIDE,4600 Block of MISSION ST,-122.435621772842,37.7234913181355
32715,2014-12-08 17:54:00,KIDNAPPING,MISSION,500 Block of SOUTH VAN NESS AV,-122.41747701285,37.764357751686
32853,2014-12-08 11:03:00,KIDNAPPING,CENTRAL,1100 Block of GRANT AV,-122.406912053867,37.7976543484414
32860,2014-12-08 10:50:00,DRUNKENNESS,CENTRAL,600 Block of COLUMBUS AV,-122.410534621364,37.80061562136871
32914,2014-12-08 07:30:00,KIDNAPPING,MISSION,25TH ST / MISSION ST,-122.418289276866,37.750640293923
32934,2014-12-08 04:55:00,ARSON,MISSION,100 Block of HARTFORD ST,-122.433891506792,37.7601358672289
33310,2014-11-29 23:10:00,ARSON,RICHMOND,2600 Block of CALIFORNIA ST,-122.437956067718,37.788326891872
33426,2014-11-29 17:15:00,DRUNKENNESS,CENTRAL,0 Block of JEFFERSON ST,-122.413349164272,37.8084667368908
33678,2014-11-29 00:01:00,ARSON,BAYVIEW,0 Block of HARE ST,-122.378991849151,37.73453622329961
33832,2014-11-28 18:00:00,KIDNAPPING,SOUTHERN,200 Block of 6TH ST,-122.406346425632,37.7791674218963
34171,2014-11-27 18:51:00,DRUNKENNESS,NORTHERN,2500 Block of VANNESS AV,-122.424249150245,37.799006273448
34248,2014-11-27 14:30:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
34334,2014-11-27 07:08:00,ARSON,BAYVIEW,1200 Block of PENNSYLVANIA AV,-122.392523253571,37.750725918225896
34394,2014-11-27 00:24:00,KIDNAPPING,MISSION,1800 Block of 15TH ST,-122.425864046062,37.7662536102334
34486,2014-11-26 19:59:00,ARSON,SOUTHERN,200 Block of FREMONT ST,-122.394688229661,37.7889437645084
34595,2014-11-26 16:01:00,KIDNAPPING,INGLESIDE,LISBON ST / EXCELSIOR AV,-122.431252746655,37.7251072655052
34637,2014-11-26 14:40:00,KIDNAPPING,BAYVIEW,0 Block of BERTHA LN,-122.380990356551,37.7331435009212
34675,2014-11-26 12:48:00,KIDNAPPING,INGLESIDE,1500 Block of FELTON ST,-122.419909661436,37.726089371406495
34684,2014-11-26 12:30:00,KIDNAPPING,MISSION,3200 Block of 24TH ST,-122.41762315876998,37.7523434069025
34806,2014-11-26 05:05:00,ARSON,INGLESIDE,BOSWORTH ST / LYELL ST,-122.431955738461,37.732993205473
35002,2014-11-25 18:10:00,KIDNAPPING,SOUTHERN,0 Block of UNITEDNATIONS PZ,-122.414317857881,37.7799444052046
35137,2014-11-25 13:20:00,DRUNKENNESS,SOUTHERN,900 Block of MARKET ST,-122.408595110869,37.7837069301545
35253,2014-11-25 04:50:00,KIDNAPPING,BAYVIEW,0 Block of DAKOTA ST,-122.395513264888,37.7536178531447
35620,2014-11-24 08:45:00,KIDNAPPING,BAYVIEW,1500 Block of KIRKWOOD AV,-122.388879303147,37.73748619494771
35687,2014-11-24 01:17:00,DRUNKENNESS,RICHMOND,GEARY BL / 3RD AV,-122.461062711176,37.7811580519204
35700,2014-11-24 00:30:00,KIDNAPPING,MISSION,2300 Block of MARKET ST,-122.434229003953,37.7634850137846
35782,2014-11-16 20:15:00,DRUNKENNESS,NORTHERN,3200 Block of FILLMORE ST,-122.435845205677,37.7991942427575
35804,2014-11-16 19:30:00,KIDNAPPING,SOUTHERN,0 Block of 3RD ST,-122.402835528142,37.7868009028384
36005,2014-11-16 04:51:00,ARSON,CENTRAL,100 Block of KEARNY ST,-122.403772249989,37.78912092500261
36060,2014-11-16 00:20:00,DRUNKENNESS,PARK,500 Block of DIVISADERO ST,-122.437591748763,37.7745506356497
36104,2014-11-15 22:08:00,DRUNKENNESS,TENDERLOIN,GOLDEN GATE AV / JONES ST,-122.412224164736,37.7820729312029
36107,2014-11-15 22:05:00,DRUNKENNESS,INGLESIDE,0 Block of ALLISON ST,-122.442281645825,37.71417143925221
36224,2014-11-15 18:30:00,RUNAWAY,SOUTHERN,0 Block of MOSS ST,-122.407999186749,37.7778241673064
36501,2014-11-15 01:45:00,KIDNAPPING,NORTHERN,1700 Block of PINE ST,-122.424606849092,37.7890426863656
36587,2014-11-14 22:00:00,KIDNAPPING,INGLESIDE,CHURCH ST / VALLEY ST,-122.426747708063,37.744497508955895
36779,2014-11-14 15:45:00,KIDNAPPING,INGLESIDE,0 Block of BURLWOOD DR,-122.454363730782,37.7347598143379
36784,2014-11-14 15:30:00,KIDNAPPING,RICHMOND,2100 Block of SUTTER ST,-122.435764153945,37.7858242341974
36941,2014-11-14 06:32:00,KIDNAPPING,MISSION,3600 Block of CESAR CHAVEZ ST,-122.421402486894,37.7481788673566
36951,2014-11-14 04:00:00,ARSON,CENTRAL,500 Block of PACIFIC AV,-122.404677401547,37.7971157930221
36966,2014-11-14 02:30:00,ARSON,TARAVAL,800 Block of LAWTON ST,-122.472149533606,37.7590240328632
37483,2014-11-12 19:07:00,DRUNKENNESS,MISSION,16TH ST / DOLORES ST,-122.426384450806,37.764643937262
37543,2014-11-12 17:00:00,KIDNAPPING,TENDERLOIN,LEAVENWORTH ST / GOLDEN GATE AV,-122.413869632554,37.7818621883021
37549,2014-11-12 17:00:00,KIDNAPPING,NORTHERN,100 Block of LARKIN ST,-122.416607695115,37.7791387543353
37820,2014-11-11 23:25:00,ARSON,MISSION,1100 Block of POTRERO AV,-122.406324313914,37.7536322498822
37836,2014-11-11 22:10:00,ARSON,MISSION,200 Block of CAPP ST,-122.418277910521,37.762695287595
38028,2014-11-11 13:50:00,KIDNAPPING,MISSION,2500 Block of 17TH ST,-122.409408330008,37.76442279558111
38029,2014-11-11 13:50:00,KIDNAPPING,MISSION,2500 Block of 17TH ST,-122.409408330008,37.76442279558111
38174,2014-11-11 00:29:00,DRUNKENNESS,MISSION,2900 Block of HARRISON ST,-122.411599088523,37.7502239140329
38186,2014-11-10 23:41:00,KIDNAPPING,NORTHERN,2500 Block of LOMBARD ST,-122.44352039096,37.7989993135254
38215,2014-11-10 21:53:00,DRUNKENNESS,TENDERLOIN,200 Block of OFARRELL ST,-122.408519707346,37.7864044708209
38230,2014-11-10 21:30:00,KIDNAPPING,RICHMOND,2700 Block of SUTTER ST,-122.445563733491,37.784580195927
38249,2014-11-10 20:24:00,ARSON,RICHMOND,2600 Block of PINE ST,-122.439420802591,37.7871624114352
38376,2014-11-10 15:00:00,KIDNAPPING,TARAVAL,3500 Block of MORAGA ST,-122.50072547795,37.75508214577121
38631,2014-11-02 22:00:00,DRUNKENNESS,MISSION,24TH ST / MISSION ST,-122.418448186101,37.7522391652625
38642,2014-11-02 21:24:00,DRUNKENNESS,MISSION,3000 Block of MISSION ST,-122.418163204335,37.7485889485524
38910,2014-11-02 03:09:00,KIDNAPPING,TARAVAL,0 Block of BRIGHTON AV,-122.45518407113998,37.7191534375561
38972,2014-11-01 23:47:00,DRUNKENNESS,CENTRAL,300 Block of COLUMBUS AV,-122.406842913454,37.7980587205991
39014,2014-11-01 22:21:00,DRUNKENNESS,RICHMOND,4100 Block of FULTON ST,-122.476168271877,37.77299199390021
39054,2014-11-01 20:10:00,ARSON,PARK,1600 Block of HAYES ST,-122.443584639717,37.7741979150087
39108,2014-11-01 18:00:00,KIDNAPPING,CENTRAL,1600 Block of THE EMBARCADERONORTH ST,-122.410774214375,37.8084350175869
39327,2014-11-01 03:35:00,DRUNKENNESS,CENTRAL,100 Block of GEARY ST,-122.405819515169,37.7876106365854
39343,2014-11-01 02:35:00,DRUNKENNESS,MISSION,2300 Block of MARKET ST,-122.434229003953,37.7634850137846
39347,2014-11-01 02:29:00,KIDNAPPING,NORTHERN,1000 Block of LAGUNA ST,-122.427179879518,37.7806552772342
39349,2014-11-01 02:28:00,DRUNKENNESS,PARK,600 Block of FREDERICK ST,-122.456202166027,37.765905864994
39373,2014-11-01 01:39:00,DRUNKENNESS,CENTRAL,400 Block of BROADWAY ST,-122.405065483077,37.7980134745487
39388,2014-11-01 01:20:00,KIDNAPPING,CENTRAL,JOICE ST / PINE ST,-122.40806332103,37.7912051249673
39414,2014-11-01 00:30:00,KIDNAPPING,PARK,2200 Block of TURK ST,-122.445710421174,37.7788462167992
39416,2014-11-01 00:26:00,DRUNKENNESS,TARAVAL,700 Block of GONZALEZ DR,-122.480606348865,37.7175185873081
39455,2014-10-31 23:15:00,DRUNKENNESS,RICHMOND,100 Block of SUTROHEIGHTS AV,-122.508631807014,37.7760694890282
39467,2014-10-31 23:00:00,DRUNKENNESS,NORTHERN,1900 Block of UNION ST,-122.431831857814,37.7976099463654
39598,2014-10-31 18:51:00,KIDNAPPING,SOUTHERN,600 Block of 3RD ST,-122.393559121228,37.7794201313347
39607,2014-10-31 18:00:00,RUNAWAY,SOUTHERN,0 Block of MOSS ST,-122.407999186749,37.7778241673064
39611,2014-10-31 18:00:00,RUNAWAY,TENDERLOIN,600 Block of OFARRELL ST,-122.41533612902,37.7854364798696
39630,2014-10-31 17:02:00,DRUNKENNESS,SOUTHERN,8TH ST / MISSION ST,-122.41316085097,37.7774566611807
39653,2014-10-31 16:30:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
39825,2014-10-31 08:30:00,KIDNAPPING,NORTHERN,1000 Block of POST ST,-122.419104424644,37.78687648416079
39911,2014-10-30 21:47:00,DRUNKENNESS,TARAVAL,1300 Block of 25TH AV,-122.483417995949,37.762333153248
40133,2014-10-30 11:51:00,ARSON,SOUTHERN,9TH ST / JESSIE ST,-122.415322108652,37.7767183581051
40194,2014-10-30 06:30:00,RUNAWAY,NORTHERN,800 Block of LAGUNA ST,-122.426805156627,37.7787935169228
40211,2014-10-30 02:40:00,DRUNKENNESS,RICHMOND,3RD AV / GEARY BL,-122.461062711176,37.7811580519204
40237,2014-10-30 00:28:00,DRUNKENNESS,MISSION,16TH ST / VALENCIA ST,-122.421886357981,37.7649178909424
40241,2014-10-30 00:27:00,DRUNKENNESS,MISSION,3100 Block of 24TH ST,-122.414634473592,37.7525276230522
40262,2014-10-29 23:50:00,DRUNKENNESS,MISSION,2100 Block of MISSION ST,-122.419470488515,37.7622701739914
40616,2014-10-29 12:12:00,DRUNKENNESS,MISSION,16TH ST / DOLORES ST,-122.426384450806,37.764643937262
40671,2014-10-29 09:30:00,DRUNKENNESS,CENTRAL,2200 Block of MASON ST,-122.41322559209,37.8041078088354
40792,2014-10-28 22:15:00,DRUNKENNESS,TARAVAL,0 Block of GRAFTON AV,-122.453594266394,37.720094319576
40835,2014-10-28 20:30:00,KIDNAPPING,NORTHERN,900 Block of OFARRELL ST,-122.42037536821998,37.7848006211991
40854,2014-10-28 19:44:00,DRUNKENNESS,SOUTHERN,FOLSOM ST / RODGERS ST,-122.40948237086,37.7754506238157
40983,2014-10-28 15:20:00,KIDNAPPING,NORTHERN,2000 Block of POLK ST,-122.421608893207,37.7955038710773
41086,2014-10-28 08:28:00,ARSON,BAYVIEW,1400 Block of QUESADA AV,-122.386849266637,37.73066480545821
41183,2014-10-27 22:04:00,ARSON,INGLESIDE,BRAZIL AV / LAGRANDE AV,-122.42547895155,37.7202325556594
41188,2014-10-27 21:54:00,KIDNAPPING,SOUTHERN,700 Block of HARRISON ST,-122.399045655841,37.7813197113532
41514,2014-10-27 02:30:00,KIDNAPPING,MISSION,MISSION ST / 18TH ST,-122.419360352761,37.7618358012376
41544,2014-10-19 23:52:00,KIDNAPPING,NORTHERN,3100 Block of DIVISADERO ST,-122.442491287129,37.7985732400589
41612,2014-10-19 21:00:00,KIDNAPPING,NORTHERN,3200 Block of STEINER ST,-122.437621392217,37.7989248224108
41846,2014-10-19 08:40:00,DRUNKENNESS,CENTRAL,1200 Block of BUSH ST,-122.417841550946,37.7889536872317
41897,2014-10-19 01:55:00,DRUNKENNESS,CENTRAL,400 Block of BROADWAY ST,-122.405065483077,37.7980134745487
42008,2014-10-18 20:55:00,DRUNKENNESS,CENTRAL,0 Block of SUTTER ST,-122.400344691288,37.7902143401629
42244,2014-10-18 12:00:00,RUNAWAY,NORTHERN,1100 Block of TURK ST,-122.428818526724,37.7808642652455
42413,2014-10-17 22:55:00,DRUNKENNESS,INGLESIDE,4700 Block of MISSION ST,-122.436194484896,37.7227270383576
42441,2014-10-17 21:35:00,DRUNKENNESS,INGLESIDE,400 Block of CORTLAND AV,-122.417450548901,37.7392070733909
42517,2014-10-17 19:00:00,KIDNAPPING,BAYVIEW,4600 Block of 3RD ST,-122.390412132668,37.7360102192532
42541,2014-10-17 18:20:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
42568,2014-10-17 17:10:00,ARSON,TENDERLOIN,400 Block of EDDY ST,-122.41506687647,37.7835634796332
42681,2014-10-17 12:13:00,DRUNKENNESS,SOUTHERN,FOLSOM ST / 7TH ST,-122.407844136792,37.7767462195389
42702,2014-10-17 11:02:00,KIDNAPPING,TENDERLOIN,200 Block of EDDY ST,-122.411800134753,37.7840890366868
42832,2014-10-16 23:00:00,RUNAWAY,PARK,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
42967,2014-10-16 17:27:00,DRUNKENNESS,MISSION,2400 Block of MARKET ST,-122.435664298117,37.762319163767
43060,2014-10-16 13:36:00,RUNAWAY,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
43104,2014-10-16 12:00:00,RUNAWAY,BAYVIEW,1600 Block of THOMAS AV,-122.391648699288,37.7306822385776
43372,2014-10-15 17:45:00,RUNAWAY,SOUTHERN,0 Block of MOSS ST,-122.407999186749,37.7778241673064
43622,2014-10-15 04:00:00,RUNAWAY,PARK,1700 Block of EDDY ST,-122.43644305449,37.7808493247624
43648,2014-10-15 00:01:00,KIDNAPPING,MISSION,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
43651,2014-10-15 00:01:00,KIDNAPPING,NORTHERN,1500 Block of VANNESS AV,-122.422062730264,37.789920001484106
43727,2014-10-14 20:30:00,KIDNAPPING,PARK,1500 Block of TURK ST,-122.434631237377,37.7802343955112
43958,2014-10-14 11:17:00,KIDNAPPING,MISSION,18TH ST / VALENCIA ST,-122.42158168137,37.7617007179518
43971,2014-10-14 10:30:00,RUNAWAY,BAYVIEW,1200 Block of REVERE AV,-122.383679778616,37.7279208527818
44009,2014-10-14 08:53:00,KIDNAPPING,MISSION,1400 Block of SOUTH VAN NESS AV,-122.416098641422,37.7499521390889
44216,2014-10-13 18:30:00,ARSON,BAYVIEW,1100 Block of OAKDALE AV,-122.382192583973,37.7298874272325
44316,2014-10-13 15:23:00,DRUNKENNESS,INGLESIDE,400 Block of NEVADA ST,-122.411603127254,37.7363597677397
44381,2014-10-13 12:40:00,DRUNKENNESS,CENTRAL,200 Block of COLUMBUS AV,-122.40583874581002,37.7973631784416
